-0.032675;0.032675;-0.032675;0.032675;-0.032675;0.121602;0.086016;0.069546;0.133747;0.121880;0.002376;0.032675;0.164504;-0.032675;0.027143;0.050638;0.007800;0.148817;0.157222;0.027228;0.091053;0.032675;0.056374;0.122475;0.006045;0.041339;0.123958;0.099423;0.025818;-0.032675;0.114925;0.113237;0.032675;-0.032675;0.032675;0.057934;-0.032675;0.032675;-0.032675;0.032675;-0.032675;0.032675;-0.032675;0.032675;0.165242;0.156221;0.051408;-0.032675;0.032675;0.044418;-0.032675;0.032675;0.141391;0.175002;-0.032675;0.032675;0.055043;0.060617;-0.032675;0.032675;0.135597;-0.032675;0.032675;0.082944;0.092742;-0.032675;0.004295;0.017324;0.080502;0.032675;0.100638;0.066838;-0.032675;0.085615;0.032675;0.161642;0.165166;-0.032675;0.032675;-0.032675;0.086373;0.021595;0.021520;0.063310;0.032675;0.024809;0.139747;-0.032675;0.032675;0.097798;0.080564;-0.032675;0.019335;0.009530;0.097236;0.152950;0.060703;0.032675;0.128419;-0.032675
0.012381;-0.012381;0.012381;-0.012381;0.012381;0.090261;0.020251;0.051800;0.149165;0.061629;0.116665;-0.012381;0.037034;0.012381;0.100632;0.069763;0.108249;0.096041;0.154792;0.156814;0.016463;-0.012381;0.146165;0.030012;0.023513;0.074359;0.045758;0.090476;0.120679;0.012381;0.045706;0.173394;-0.012381;0.012381;-0.012381;0.147950;0.012381;-0.012381;0.012381;-0.012381;0.012381;-0.012381;0.012381;-0.012381;0.152377;0.093616;0.094854;0.012381;-0.012381;0.139092;0.012381;-0.012381;0.069626;0.096385;0.012381;-0.012381;0.151941;0.161328;0.012381;-0.012381;0.060305;0.012381;-0.012381;0.036919;0.029938;0.012381;0.141876;0.063299;0.094596;-0.012381;0.023448;0.011184;0.012381;0.085996;-0.012381;0.098160;0.065865;0.012381;-0.012381;0.012381;0.149561;0.152919;0.027097;0.163975;-0.012381;0.009007;0.112483;0.012381;-0.012381;0.094489;0.024815;0.012381;0.014778;0.005283;0.093307;0.005718;0.081956;-0.012381;0.018027;0.012381
0.021080;-0.021080;0.021080;-0.021080;0.021080;0.140550;0.170633;0.132677;0.012570;0.137767;0.094919;-0.021080;0.066816;0.021080;0.178736;0.132256;0.014512;0.137690;0.070787;0.075982;0.139703;-0.021080;0.093212;0.120724;0.028829;0.082519;0.162756;0.147842;0.150563;0.021080;0.028310;0.023069;-0.021080;0.021080;-0.021080;0.109179;0.021080;-0.021080;0.021080;-0.021080;0.021080;-0.021080;0.021080;-0.021080;0.061206;0.020324;0.067234;0.021080;-0.021080;0.112762;0.021080;-0.021080;0.022887;0.157188;0.021080;-0.021080;0.086634;0.022589;0.021080;-0.021080;0.047669;0.021080;-0.021080;0.027841;0.038413;0.021080;0.155130;0.112565;0.110115;-0.021080;0.065088;0.027561;0.021080;0.138187;-0.021080;0.002154;0.102806;0.021080;-0.021080;0.021080;0.162448;0.152776;0.087096;0.126462;-0.021080;0.106102;0.130478;0.021080;-0.021080;0.092292;0.013330;0.021080;0.003965;0.162909;0.083913;0.020004;0.158566;-0.021080;0.074013;0.021080
0.047362;-0.047362;0.047362;-0.047362;0.047362;0.132492;0.027564;0.036588;0.083012;0.096627;0.090931;-0.047362;0.008814;0.047362;0.059161;0.019463;0.153811;0.116451;0.112956;0.164328;0.137477;-0.047362;0.123364;0.124046;0.007229;0.059924;0.014920;0.145213;0.027675;0.047362;0.070620;0.072341;-0.047362;0.047362;-0.047362;0.012687;0.047362;-0.047362;0.047362;-0.047362;0.047362;-0.047362;0.047362;-0.047362;0.120874;0.109203;0.115204;0.047362;-0.047362;0.004568;0.047362;-0.047362;0.101063;0.005731;0.047362;-0.047362;0.054318;0.099235;0.047362;-0.047362;0.170144;0.047362;-0.047362;0.150306;0.005864;0.047362;0.048175;0.153582;0.135625;-0.047362;0.099092;0.070270;0.047362;0.073925;-0.047362;0.133311;0.069232;0.047362;-0.047362;0.047362;0.014256;0.037075;0.146261;0.091426;-0.047362;0.139445;0.058667;0.047362;-0.047362;0.134656;0.108752;0.047362;0.100164;0.114782;0.154712;0.064161;0.037143;-0.047362;0.025929;0.047362
0.023304;-0.023304;0.023304;-0.023304;0.023304;0.025408;0.152736;0.099462;0.111412;0.070572;0.158040;-0.023304;0.110796;0.023304;0.045094;0.133645;0.063128;0.095351;0.140756;0.043541;0.038895;-0.023304;0.154301;0.069516;0.069162;0.031710;0.141825;0.029587;0.070066;0.023304;0.109706;0.086904;-0.023304;0.023304;-0.023304;0.025817;0.023304;-0.023304;0.023304;-0.023304;0.023304;-0.023304;0.023304;-0.023304;0.106057;0.025859;0.121399;0.023304;-0.023304;0.084017;0.023304;-0.023304;0.042890;0.099758;0.023304;-0.023304;0.043862;0.072938;0.023304;-0.023304;0.131215;0.023304;-0.023304;0.005279;0.173129;0.023304;0.084512;0.159958;0.128077;-0.023304;0.138467;0.037205;0.023304;0.145791;-0.023304;0.116338;0.056249;0.023304;-0.023304;0.023304;0.103825;0.084086;0.017093;0.118686;-0.023304;0.073124;0.166264;0.023304;-0.023304;0.082291;0.158906;0.023304;0.015873;0.008729;0.092022;0.155000;0.149442;-0.023304;0.028949;0.023304
0.151492;-0.151492;0.151492;-0.151492;0.151492;0.055770;0.024787;0.162419;0.092667;0.063584;0.153407;-0.151492;0.016138;0.151492;0.159994;0.080638;0.066598;0.074867;0.101657;0.086645;0.010903;-0.151492;0.124677;0.070202;0.095534;0.000361;0.114115;0.087188;0.166646;0.151492;0.011239;0.033207;-0.151492;0.151492;-0.151492;0.150233;0.151492;-0.151492;0.151492;-0.151492;0.151492;-0.151492;0.151492;-0.151492;0.027075;0.010300;0.146824;0.151492;-0.151492;0.112957;0.151492;-0.151492;0.044726;0.065578;0.151492;-0.151492;0.077740;0.083753;0.151492;-0.151492;0.108446;0.151492;-0.151492;0.163378;0.111877;0.151492;0.168142;0.143927;0.091683;-0.151492;0.135790;0.167735;0.151492;0.043118;-0.151492;0.028000;0.104695;0.151492;-0.151492;0.151492;0.019379;0.149200;0.084384;0.087224;-0.151492;0.024804;0.059125;0.151492;-0.151492;0.106517;0.118018;0.151492;0.063543;0.065914;0.060223;0.118625;0.057925;-0.151492;0.025987;0.151492
0.122131;-0.122131;0.122131;-0.122131;0.122131;0.033378;0.081150;0.160661;0.096349;0.074054;0.137202;-0.122131;0.112233;0.122131;0.114499;0.061487;0.091960;0.029699;0.065477;0.070560;0.131040;-0.122131;0.005838;0.007582;0.167537;0.030266;0.119733;0.146917;0.066314;0.122131;0.053124;0.014817;-0.122131;0.122131;-0.122131;0.131313;0.122131;-0.122131;0.122131;-0.122131;0.122131;-0.122131;0.122131;-0.122131;0.036813;0.145174;0.109816;0.122131;-0.122131;0.021402;0.122131;-0.122131;0.026925;0.017473;0.122131;-0.122131;0.008776;0.144278;0.122131;-0.122131;0.023895;0.122131;-0.122131;0.055736;0.001418;0.122131;0.039458;0.128581;0.139010;-0.122131;0.064891;0.031759;0.122131;0.016819;-0.122131;0.105969;0.114407;0.122131;-0.122131;0.122131;0.028646;0.158469;0.006107;0.118114;-0.122131;0.042895;0.058822;0.122131;-0.122131;0.058826;0.076049;0.122131;0.075900;0.133760;0.159698;0.149374;0.116870;-0.122131;0.066055;0.122131
0.079610;-0.079610;0.079610;-0.079610;0.079610;0.138169;0.138528;0.081480;0.066271;0.173395;0.113603;-0.079610;0.048163;0.079610;0.027818;0.135068;0.035137;0.031302;0.170547;0.118178;0.133282;-0.079610;0.145477;0.022074;0.098588;0.076308;0.144100;0.020202;0.074189;0.079610;0.135734;0.108001;-0.079610;0.079610;-0.079610;0.084720;0.079610;-0.079610;0.079610;-0.079610;0.079610;-0.079610;0.079610;-0.079610;0.147464;0.009701;0.032766;0.079610;-0.079610;0.065319;0.079610;-0.079610;0.110410;0.148104;0.079610;-0.079610;0.049704;0.163247;0.079610;-0.079610;0.040743;0.079610;-0.079610;0.056666;0.047676;0.079610;0.062270;0.157024;0.128833;-0.079610;0.140961;0.160939;0.079610;0.022526;-0.079610;0.059503;0.071142;0.079610;-0.079610;0.079610;0.060367;0.078758;0.004464;0.080827;-0.079610;0.157154;0.130806;0.079610;-0.079610;0.169086;0.126696;0.079610;0.026686;0.003781;0.093877;0.037111;0.109536;-0.079610;0.019167;0.079610
-0.069108;0.069108;-0.069108;0.069108;-0.069108;0.116128;0.020404;0.046694;0.140535;0.097265;0.083936;0.069108;0.156507;-0.069108;0.069825;0.063737;0.116666;0.051262;0.128055;0.031370;0.133718;0.069108;0.009524;0.090778;0.137288;0.109444;0.070164;0.076186;0.006739;-0.069108;0.163119;0.083246;0.069108;-0.069108;0.069108;0.148345;-0.069108;0.069108;-0.069108;0.069108;-0.069108;0.069108;-0.069108;0.069108;0.120126;0.134977;0.125270;-0.069108;0.069108;0.027346;-0.069108;0.069108;0.055640;0.084823;-0.069108;0.069108;0.090150;0.084788;-0.069108;0.069108;0.051130;-0.069108;0.069108;0.011742;0.053917;-0.069108;0.136804;0.023549;0.112941;0.069108;0.035842;0.087522;-0.069108;0.165155;0.069108;0.181381;0.136078;-0.069108;0.069108;-0.069108;0.069629;0.164074;0.021103;0.052299;0.069108;0.123580;0.094564;-0.069108;0.069108;0.103821;0.155148;-0.069108;0.032347;0.059845;0.014602;0.135074;0.007225;0.069108;0.005129;-0.069108
0.115686;-0.115686;0.115686;-0.115686;0.115686;0.123030;0.110648;0.065896;0.125529;0.141154;0.059494;-0.115686;0.078580;0.115686;0.076198;0.099806;0.149433;0.040100;0.148684;0.129406;0.135329;-0.115686;0.160378;0.112462;0.138243;0.069900;0.135242;0.132459;0.052284;0.115686;0.126905;0.082479;-0.115686;0.115686;-0.115686;0.037848;0.115686;-0.115686;0.115686;-0.115686;0.115686;-0.115686;0.115686;-0.115686;0.168959;0.122024;0.140717;0.115686;-0.115686;0.111586;0.115686;-0.115686;0.115922;0.064884;0.115686;-0.115686;0.082521;0.153321;0.115686;-0.115686;0.120408;0.115686;-0.115686;0.023469;0.116095;0.115686;0.110803;0.016547;0.069132;-0.115686;0.135269;0.025985;0.115686;0.160453;-0.115686;0.044715;0.067180;0.115686;-0.115686;0.115686;0.017882;0.146753;0.054926;0.155349;-0.115686;0.091805;0.053783;0.115686;-0.115686;0.134050;0.100775;0.115686;0.068042;0.140271;0.100316;0.018439;0.036122;-0.115686;0.117607;0.115686
